"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"803267716882792448","https://twitter.com/SBU_Eats/status/803267716882792448","The Food Show has an awesome video on the opening of East Side Dining! Click the link to check it out! https://t.co/AHWxpXrMGm https://t.co/NtbMYK2E4F","2016-11-28 16:02 +0000","167.0","5.0","0.029940119760479042","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803249567806451713","https://twitter.com/SBU_Eats/status/803249567806451713","Our Starbucks Truck is currently being serviced. We appreciate your patience at this time &amp; will update you as soon as we r up and running.","2016-11-28 14:49 +0000","223.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803224841927217153","https://twitter.com/SBU_Eats/status/803224841927217153","Dine-In at East Side is now open! Join us today! https://t.co/9F0n44MVBK","2016-11-28 13:11 +0000","261.0","24.0","0.09195402298850575","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","22","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803207884414877696","https://twitter.com/SBU_Eats/status/803207884414877696","Dine-in is now officially open at East Side Dining! Click the link for the hours of operation. https://t.co/VV0U8HiNG6 https://t.co/ARfgdoIWAN","2016-11-28 12:04 +0000","192.0","11.0","0.057291666666666664","0.0","0.0","0.0","1.0","7.0","0.0","0.0","0.0","0","0","0","0","0","40","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803018182105636864","https://twitter.com/SBU_Eats/status/803018182105636864","The SAC is open throughout Thanksgiving break and will be accepting meal swipes! More info here: https://t.co/la7DOTWH9d https://t.co/tjvPzmipeR","2016-11-27 23:30 +0000","254.0","3.0","0.011811023622047244","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"803011887709491200","https://twitter.com/SBU_Eats/status/803011887709491200","https://t.co/5ulrMN9SHI","2016-11-27 23:05 +0000","246.0","14.0","0.056910569105691054","1.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","10","10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802995679039815680","https://twitter.com/SBU_Eats/status/802995679039815680","Did you know? https://t.co/uFErHQlThF","2016-11-27 22:01 +0000","246.0","14.0","0.056910569105691054","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","13","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802980691663290369","https://twitter.com/SBU_Eats/status/802980691663290369","Bite app is now live! Click here for more: https://t.co/bz8DYEviWU https://t.co/hVkFpOJnN6","2016-11-27 21:01 +0000","238.0","1.0","0.004201680672268907","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802957851048181760","https://twitter.com/SBU_Eats/status/802957851048181760","Our Starbucks truck has gone into service and will be back on November 28th at our new Toll Drive Location. See you soon! https://t.co/AY6XS3NFjd","2016-11-27 19:30 +0000","279.0","3.0","0.010752688172043012","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802935351987683328","https://twitter.com/SBU_Eats/status/802935351987683328","The Amazon Bookstore has free one-day pickup! Click the link for more info! https://t.co/IMYTMM9Dal","2016-11-27 18:01 +0000","190.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802927632954298368","https://twitter.com/SBU_Eats/status/802927632954298368","The SAC is open throughout Thanksgiving break and will be accepting meal swipes! More info here: https://t.co/la7DOTWH9d https://t.co/9kiINDLoqc","2016-11-27 17:30 +0000","215.0","3.0","0.013953488372093023","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802920243681263618","https://twitter.com/SBU_Eats/status/802920243681263618","The SAC will be open throughout Thanksgiving break! https://t.co/C8tlrlsywN","2016-11-27 17:01 +0000","250.0","7.0","0.028","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"802874957533446146","https://twitter.com/SBU_Eats/status/802874957533446146","Enjoy Thanksgiving with Campus Dining! Click the link to see our hours of operation for the week of Thanksgiving https://t.co/jDqpKANO3o","2016-11-27 14:01 +0000","215.0","3.0","0.013953488372093023","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
